Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,PromotionGapRatio,RoleStagnationIndex,TrainingIntensityScore,ManagerStabilityIndicator,CareerVelocityScore,IncomeGrowthPotential,ExperienceUtilization,CareerCluster,PromotionGapRiskScore,PromotionGapRiskLevel
28,0,Travel_Rarely,1423,Research & Development,1,3,Life Sciences,1,Male,72,2,1,Research Scientist,3,Divorced,1563,12530,1,No,14,3,4,1,1,2,1,1,0,0,0,0.0,0.0,1.9999980000020001,0.0,0.9999990000010001,781.5,0.035714284438775556,0,1,Low
28,0,Travel_Frequently,467,Sales,7,3,Life Sciences,3,Male,55,3,2,Sales Executive,1,Single,4898,11827,0,No,14,3,4,0,5,5,3,4,2,1,3,0.24999993750001562,0.49999987500003124,1.249999687500078,0.7499998125000469,0.49999987500003124,979.6,0.17857142219387778,0,2,Low
49,0,Travel_Rarely,271,Research & Development,3,2,Medical,3,Female,43,2,2,Laboratory Technician,1,Married,4789,23070,4,No,25,4,1,1,10,3,3,3,2,1,2,0.33333322222225925,0.6666664444445185,0.9999996666667778,0.6666664444445185,0.6666664444445185,1197.25,0.20408162848813005,0,3,Low
29,0,Travel_Frequently,410,Research & Development,2,1,Life Sciences,4,Female,97,3,1,Laboratory Technician,2,Married,3180,4668,0,No,13,3,3,3,4,3,3,3,2,0,2,0.0,0.6666664444445185,0.9999996666667778,0.6666664444445185,0.33333322222225925,795.0,0.13793102972651622,0,2,Low
28,0,Travel_Rarely,1083,Research & Development,29,1,Life Sciences,3,Male,96,1,2,Manufacturing Director,2,Married,6549,3173,1,No,14,3,2,2,8,2,2,8,6,1,7,0.12499998437500197,0.7499999062500118,0.24999996875000394,0.8749998906250137,0.24999996875000394,727.6666666666666,0.28571427551020445,0,3,Low
33,0,Travel_Rarely,516,Research & Development,8,5,Life Sciences,4,Male,69,3,2,Healthcare Representative,3,Single,6388,22049,2,Yes,17,3,1,0,14,6,3,0,0,0,0,0.0,0.0,6000000.0,0.0,2000000.0,6388.0,0.42424241138659363,2,1,Low
32,0,Travel_Rarely,495,Research & Development,10,3,Medical,3,Male,64,3,3,Manager,4,Single,11244,21072,2,No,25,4,2,0,10,5,4,5,2,0,0,0.0,0.399999920000016,0.99999980000004,0.0,0.599999880000024,1874.0,0.3124999902343753,0,2,Low
54,0,Travel_Frequently,1050,Research & Development,11,4,Medical,2,Female,87,3,4,Manager,4,Divorced,16032,24456,3,No,20,4,1,1,26,2,3,14,9,1,12,0.07142856632653098,0.6428570969387788,0.14285713265306196,0.8571427959183717,0.2857142653061239,1068.8,0.48148147256515794,1,3,Low
29,1,Travel_Rarely,224,Research & Development,1,4,Technical Degree,1,Male,100,2,1,Research Scientist,1,Single,2362,7568,6,No,13,3,3,0,11,2,1,9,7,0,7,0.0,0.7777776913580343,0.22222219753086697,0.7777776913580343,0.11111109876543349,236.2,0.37931033174791956,0,4,Medium
44,0,Travel_Rarely,136,Research & Development,28,3,Life Sciences,4,Male,32,3,4,Research Director,1,Married,16328,22074,3,No,13,3,3,1,24,1,4,20,6,14,17,0.6999999650000017,0.29999998500000075,0.04999999750000012,0.8499999575000021,0.1999999900000005,777.5238095238095,0.5454545330578515,1,6,Medium
39,0,Travel_Rarely,1089,Research & Development,6,3,Life Sciences,2,Female,32,3,3,Manufacturing Director,2,Single,8376,9150,4,No,18,3,4,0,9,3,3,2,0,2,2,0.99999950000025,0.0,1.499999250000375,0.99999950000025,1.499999250000375,2792.0,0.2307692248520712,0,3,Low
46,0,Travel_Rarely,228,Sales,3,3,Life Sciences,3,Female,51,3,4,Manager,2,Married,16606,11380,8,No,12,3,4,1,23,2,4,13,12,5,1,0.3846153550295881,0.9230768520710114,0.15384614201183525,0.07692307100591762,0.3076922840236705,1186.142857142857,0.49999998913043503,1,6,Medium
35,0,Travel_Rarely,1029,Research & Development,16,3,Life Sciences,4,Female,91,2,3,Healthcare Representative,2,Single,8606,21195,1,No,19,3,4,0,11,3,1,11,8,3,3,0.2727272479338866,0.7272726611570308,0.2727272479338866,0.2727272479338866,0.2727272479338866,717.1666666666666,0.3142857053061227,1,5,Medium
23,0,Travel_Rarely,507,Research & Development,20,1,Life Sciences,1,Male,97,3,2,Laboratory Technician,3,Single,2272,24812,0,No,14,3,2,0,5,2,3,4,3,1,2,0.24999993750001562,0.7499998125000469,0.49999987500003124,0.49999987500003124,0.49999987500003124,454.4,0.21739129489603065,0,4,Medium
40,1,Travel_Rarely,676,Research & Development,9,4,Life Sciences,4,Male,86,3,1,Laboratory Technician,1,Single,2018,21831,3,No,14,3,2,0,15,3,1,5,4,1,0,0.199999960000008,0.799999840000032,0.599999880000024,0.0,0.199999960000008,336.3333333333333,0.3749999906250003,0,5,Medium
34,0,Travel_Rarely,971,Sales,1,3,Technical Degree,4,Male,64,2,3,Sales Executive,3,Married,7083,12288,1,Yes,14,3,4,0,10,3,3,10,9,8,6,0.7999999200000081,0.8999999100000091,0.299999970000003,0.599999940000006,0.299999970000003,643.9090909090909,0.2941176384083048,1,6,Medium
31,1,Travel_Frequently,561,Research & Development,3,3,Life Sciences,4,Female,33,3,1,Research Scientist,3,Single,4084,4156,1,No,12,3,1,0,7,2,1,7,2,7,7,0.9999998571428775,0.285714244897965,0.285714244897965,0.9999998571428775,0.1428571224489825,510.5,0.22580644432882438,0,4,Medium
50,0,Travel_Frequently,333,Research & Development,22,5,Medical,3,Male,88,1,4,Research Director,4,Single,14411,24450,1,Yes,13,3,4,0,32,2,3,32,6,13,9,0.4062499873046879,0.1874999941406252,0.06249999804687507,0.2812499912109378,0.12499999609375013,436.6969696969697,0.6399999872000003,1,6,Medium
34,0,Travel_Rarely,1440,Sales,7,2,Technical Degree,2,Male,55,3,1,Sales Representative,3,Married,2308,4944,0,Yes,25,4,2,1,12,4,3,11,10,5,7,0.4545454132231443,0.9090908264462886,0.3636363305785154,0.636363578512402,0.09090908264462885,192.33333333333334,0.35294116608996573,1,7,High
42,0,Travel_Rarely,1210,Research & Development,2,3,Medical,3,Male,68,2,1,Laboratory Technician,2,Married,4841,24052,4,No,14,3,2,1,4,3,3,1,0,0,0,0.0,0.0,2.9999970000030003,0.0,0.9999990000010001,2420.5,0.0952380929705216,0,1,Low
37,0,Travel_Rarely,674,Research & Development,13,3,Medical,1,Male,47,3,2,Research Scientist,4,Married,4285,3031,1,No,17,3,1,0,10,2,3,10,8,3,7,0.299999970000003,0.7999999200000081,0.19999998000000202,0.699999930000007,0.19999998000000202,389.54545454545456,0.2702702629656686,1,6,Medium
29,0,Travel_Rarely,441,Research & Development,8,1,Other,3,Female,39,1,2,Healthcare Representative,1,Married,9715,7288,3,No,13,3,3,1,9,3,3,7,7,0,7,0.0,0.9999998571428775,0.4285713673469475,0.9999998571428775,0.285714244897965,1214.375,0.3103448168846615,0,3,Low
33,0,Travel_Rarely,575,Research & Development,25,3,Life Sciences,4,Male,44,2,2,Manufacturing Director,2,Single,4320,24152,1,No,13,3,4,0,5,2,3,5,3,0,2,0.0,0.599999880000024,0.399999920000016,0.399999920000016,0.399999920000016,720.0,0.15151514692378343,0,2,Low
45,0,Travel_Rarely,950,Research & Development,28,3,Technical Degree,4,Male,97,3,1,Research Scientist,4,Married,2132,4585,4,No,20,4,4,1,8,3,3,5,4,0,3,0.0,0.799999840000032,0.599999880000024,0.599999880000024,0.199999960000008,355.3333333333333,0.1777777738271606,0,4,Medium
42,0,Travel_Frequently,288,Research & Development,2,3,Life Sciences,4,Male,40,3,3,Healthcare Representative,4,Married,10124,18611,2,Yes,14,3,3,1,24,3,1,20,8,13,9,0.6499999675000016,0.399999980000001,0.14999999250000037,0.4499999775000011,0.14999999250000037,482.0952380952381,0.5714285578231296,1,6,Medium
40,0,Travel_Rarely,1342,Sales,9,2,Medical,1,Male,47,3,2,Sales Executive,1,Married,5473,19345,0,No,12,3,4,0,9,5,4,8,4,7,1,0.8749998906250137,0.4999999375000079,0.6249999218750099,0.12499998437500197,0.24999996875000394,608.1111111111111,0.22499999437500015,0,5,Medium
33,0,Travel_Rarely,589,Research & Development,28,4,Life Sciences,2,Male,79,3,2,Laboratory Technician,3,Married,5207,22949,1,Yes,12,3,2,1,15,3,3,15,14,5,7,0.3333333111111126,0.9333332711111153,0.19999998666666757,0.46666663555555765,0.13333332444444504,325.4375,0.45454544077135034,1,6,Medium
40,0,Travel_Rarely,898,Human Resources,6,2,Medical,3,Male,38,3,4,Manager,4,Single,16437,17381,1,Yes,21,4,4,0,21,2,3,21,7,7,7,0.3333333174603182,0.3333333174603182,0.09523809070294806,0.3333333174603182,0.19047618140589612,747.1363636363636,0.5249999868750004,1,5,Medium
24,0,Travel_Rarely,350,Research & Development,21,2,Technical Degree,3,Male,57,2,1,Laboratory Technician,1,Divorced,2296,10036,0,No,14,3,2,3,2,3,3,1,1,0,0,0.0,0.9999990000010001,2.9999970000030003,0.0,0.9999990000010001,1148.0,0.08333332986111125,0,4,Medium
40,0,Non-Travel,1142,Research & Development,8,2,Life Sciences,4,Male,72,3,2,Healthcare Representative,4,Divorced,4069,8841,3,Yes,18,3,3,0,8,2,3,2,2,2,2,0.99999950000025,0.99999950000025,0.99999950000025,0.99999950000025,0.99999950000025,1356.3333333333333,0.19999999500000012,0,6,Medium
45,0,Travel_Rarely,538,Research & Development,1,4,Technical Degree,1,Male,66,3,3,Healthcare Representative,2,Divorced,7441,20933,1,No,12,3,1,3,10,4,3,10,8,7,7,0.699999930000007,0.7999999200000081,0.39999996000000404,0.699999930000007,0.299999970000003,676.4545454545455,0.22222221728395075,1,6,Medium
35,0,Travel_Rarely,1402,Sales,28,4,Life Sciences,2,Female,98,2,1,Sales Representative,3,Married,2430,26204,0,No,23,4,1,2,6,5,3,5,3,4,2,0.799999840000032,0.599999880000024,0.99999980000004,0.399999920000016,0.199999960000008,405.0,0.1714285665306124,0,6,Medium
32,0,Travel_Rarely,824,Research & Development,5,2,Life Sciences,4,Female,67,2,2,Research Scientist,2,Married,5878,15624,3,No,12,3,1,1,12,2,3,7,1,2,5,0.285714244897965,0.1428571224489825,0.285714244897965,0.7142856122449125,0.285714244897965,734.75,0.3749999882812504,0,1,Low
36,0,Travel_Rarely,1157,Sales,2,4,Life Sciences,3,Male,70,3,1,Sales Representative,4,Single,2644,17001,3,Yes,21,4,4,0,7,3,2,3,2,1,2,0.33333322222225925,0.6666664444445185,0.9999996666667778,0.6666664444445185,0.33333322222225925,661.0,0.19444443904321004,0,3,Low
48,0,Travel_Rarely,492,Sales,16,4,Life Sciences,3,Female,96,3,2,Sales Executive,3,Divorced,6439,13693,8,No,14,3,3,1,18,2,3,8,7,7,7,0.8749998906250137,0.8749998906250137,0.24999996875000394,0.8749998906250137,0.24999996875000394,715.4444444444445,0.3749999921875002,1,6,Medium
29,0,Travel_Rarely,598,Research & Development,9,3,Life Sciences,3,Male,91,4,1,Research Scientist,3,Married,2451,22376,6,No,18,3,1,2,5,2,2,1,0,0,0,0.0,0.0,1.9999980000020001,0.0,0.9999990000010001,1225.5,0.17241378715814526,0,1,Low
33,0,Travel_Rarely,1242,Sales,8,4,Life Sciences,1,Male,46,3,2,Sales Executive,1,Married,6392,10589,2,No,13,3,4,1,8,6,1,2,2,2,2,0.99999950000025,0.99999950000025,2.99999850000075,0.99999950000025,0.99999950000025,2130.6666666666665,0.2424242350780535,0,6,Medium
30,1,Travel_Rarely,740,Sales,1,3,Life Sciences,2,Male,64,2,2,Sales Executive,1,Married,9714,5323,1,No,11,3,4,1,10,4,3,10,8,6,7,0.599999940000006,0.7999999200000081,0.39999996000000404,0.699999930000007,0.19999998000000202,883.0909090909091,0.33333332222222256,1,6,Medium
38,0,Travel_Frequently,888,Human Resources,10,4,Human Resources,3,Male,71,3,2,Human Resources,3,Married,6077,14814,3,No,11,3,3,0,10,2,3,6,3,1,2,0.16666663888889352,0.49999991666668053,0.33333327777778704,0.33333327777778704,0.33333327777778704,868.1428571428571,0.26315788781163457,0,1,Low
35,0,Travel_Rarely,992,Research & Development,1,3,Medical,4,Male,68,2,1,Laboratory Technician,1,Single,2450,21731,1,No,19,3,2,0,3,3,3,3,0,1,2,0.33333322222225925,0.0,0.9999996666667778,0.6666664444445185,0.33333322222225925,612.5,0.0857142832653062,0,1,Low
30,0,Travel_Rarely,1288,Sales,29,4,Technical Degree,3,Male,33,3,3,Sales Executive,2,Married,9250,17799,3,No,12,3,2,1,9,3,3,4,2,1,3,0.24999993750001562,0.49999987500003124,0.7499998125000469,0.7499998125000469,0.7499998125000469,1850.0,0.2999999900000003,0,2,Low
35,1,Travel_Rarely,104,Research & Development,2,3,Life Sciences,1,Female,69,3,1,Laboratory Technician,1,Divorced,2074,26619,1,Yes,12,3,4,1,1,2,3,1,0,0,0,0.0,0.0,1.9999980000020001,0.0,0.9999990000010001,1037.0,0.028571427755102068,0,1,Low
53,1,Travel_Rarely,607,Research & Development,2,5,Technical Degree,3,Female,78,2,3,Manufacturing Director,4,Married,10169,14618,0,No,16,3,2,1,34,4,3,33,7,1,9,0.030303029384756687,0.21212120569329682,0.12121211753902675,0.2727272644628102,0.09090908815427007,299.0882352941176,0.6415094218583128,1,4,Medium
38,1,Travel_Rarely,903,Research & Development,2,3,Medical,3,Male,81,3,2,Manufacturing Director,2,Married,4855,7653,4,No,11,3,1,2,7,2,3,5,2,1,4,0.199999960000008,0.399999920000016,0.399999920000016,0.799999840000032,0.399999920000016,809.1666666666666,0.18421052146814418,0,1,Low
32,0,Non-Travel,1200,Research & Development,1,4,Technical Degree,4,Male,62,3,2,Research Scientist,1,Married,4087,25174,4,No,14,3,2,1,9,3,2,6,5,1,2,0.16666663888889352,0.8333331944444675,0.49999991666668053,0.33333327777778704,0.33333327777778704,583.8571428571429,0.2812499912109378,0,3,Low
48,0,Travel_Rarely,1108,Research & Development,15,4,Other,3,Female,65,3,1,Research Scientist,1,Married,2367,16530,8,No,12,3,4,1,10,3,2,8,2,7,6,0.8749998906250137,0.24999996875000394,0.3749999531250059,0.7499999062500118,0.12499998437500197,263.0,0.20833332899305565,0,4,Medium
34,0,Travel_Rarely,479,Research & Development,7,4,Medical,1,Male,35,3,1,Research Scientist,4,Single,2972,22061,1,No,13,3,3,0,1,4,1,1,0,0,0,0.0,0.0,3.9999960000040002,0.0,0.9999990000010001,1486.0,0.02941176384083048,0,1,Low
55,0,Travel_Rarely,685,Sales,26,5,Marketing,3,Male,60,2,5,Manager,4,Married,19586,23037,1,No,21,4,3,1,36,3,3,36,6,2,13,0.05555555401234573,0.16666666203703717,0.08333333101851859,0.36111110108024724,0.1388888850308643,529.3513513513514,0.6545454426446283,1,3,Low
34,0,Travel_Rarely,1351,Research & Development,1,4,Life Sciences,2,Male,45,3,2,Research Scientist,4,Married,5484,13008,9,No,17,3,2,1,9,3,2,2,2,2,1,0.99999950000025,0.99999950000025,1.499999250000375,0.499999750000125,0.99999950000025,1828.0,0.2647058745674743,0,6,Medium
26,0,Travel_Rarely,474,Research & Development,3,3,Life Sciences,1,Female,89,3,1,Research Scientist,4,Married,2061,11133,1,No,21,4,1,0,1,5,3,1,0,0,0,0.0,0.0,4.999995000005001,0.0,0.9999990000010001,1030.5,0.03846153698224858,0,1,Low
38,0,Travel_Rarely,1245,Sales,14,3,Life Sciences,3,Male,80,3,2,Sales Executive,2,Married,9924,12355,0,No,11,3,4,1,10,3,3,9,8,7,7,0.7777776913580343,0.8888887901234679,0.33333329629630043,0.7777776913580343,0.22222219753086697,992.4,0.26315788781163457,1,6,Medium
38,0,Travel_Rarely,437,Sales,16,3,Life Sciences,2,Female,90,3,2,Sales Executive,2,Single,4198,16379,2,No,12,3,2,0,8,5,4,3,2,1,2,0.33333322222225925,0.6666664444445185,1.6666661111112961,0.6666664444445185,0.6666664444445185,1049.5,0.21052631024930765,0,3,Low
36,0,Travel_Rarely,884,Sales,1,4,Life Sciences,2,Female,73,3,2,Sales Executive,3,Single,6815,21447,6,No,13,3,1,0,15,5,3,1,0,0,0,0.0,0.0,4.999995000005001,0.0,1.9999980000020001,3407.5,0.41666665509259293,0,1,Low
29,0,Travel_Rarely,1370,Research & Development,3,1,Medical,2,Male,87,3,1,Laboratory Technician,1,Single,4723,16213,1,Yes,18,3,4,0,10,3,3,10,9,1,5,0.09999999000000101,0.8999999100000091,0.299999970000003,0.499999950000005,0.09999999000000101,429.3636363636364,0.3448275743162905,0,5,Medium
35,0,Travel_Rarely,670,Research & Development,10,4,Medical,1,Female,51,3,2,Healthcare Representative,3,Single,6142,4223,3,Yes,16,3,3,0,10,4,3,5,2,0,4,0.0,0.399999920000016,0.799999840000032,0.799999840000032,0.399999920000016,1023.6666666666666,0.28571427755102063,0,1,Low
39,0,Travel_Rarely,1462,Sales,6,3,Medical,4,Male,38,4,3,Sales Executive,3,Married,8237,4658,2,No,11,3,1,1,11,3,3,7,6,7,6,0.9999998571428775,0.857142734693895,0.4285713673469475,0.857142734693895,0.4285713673469475,1029.625,0.2820512748191981,1,6,Medium
29,0,Travel_Frequently,995,Research & Development,2,1,Life Sciences,1,Male,87,3,2,Healthcare Representative,4,Divorced,8853,24483,1,No,19,3,4,1,6,0,4,6,4,1,3,0.16666663888889352,0.6666665555555741,0.0,0.49999991666668053,0.33333327777778704,1264.7142857142858,0.20689654458977433,0,4,Medium
50,0,Travel_Rarely,264,Sales,9,3,Marketing,3,Male,59,3,5,Manager,3,Married,19331,19519,4,Yes,16,3,3,1,27,2,3,1,0,0,0,0.0,0.0,1.9999980000020001,0.0,4.999995000005001,9665.5,0.5399999892000003,0,1,Low
23,0,Travel_Rarely,977,Research & Development,10,3,Technical Degree,4,Male,45,4,1,Research Scientist,3,Married,2073,12826,2,No,16,3,4,1,4,2,3,2,2,2,2,0.99999950000025,0.99999950000025,0.99999950000025,0.99999950000025,0.499999750000125,691.0,0.17391303591682453,0,6,Medium
36,0,Travel_Frequently,1302,Research & Development,6,4,Life Sciences,1,Male,80,4,2,Laboratory Technician,1,Married,5562,19711,3,Yes,13,3,4,1,9,3,3,3,2,0,2,0.0,0.6666664444445185,0.9999996666667778,0.6666664444445185,0.6666664444445185,1390.5,0.24999999305555576,0,2,Low
42,0,Travel_Rarely,1059,Research & Development,9,2,Other,4,Male,93,2,5,Manager,4,Single,19613,26362,8,No,22,4,4,0,24,2,3,1,0,0,1,0.0,0.0,1.9999980000020001,0.9999990000010001,4.999995000005001,9806.5,0.5714285578231296,0,0,Low
35,0,Travel_Rarely,750,Research & Development,28,3,Life Sciences,2,Male,46,4,2,Laboratory Technician,3,Married,3407,25348,1,No,17,3,4,2,10,3,2,10,9,6,8,0.599999940000006,0.8999999100000091,0.299999970000003,0.7999999200000081,0.19999998000000202,309.72727272727275,0.28571427755102063,1,6,Medium
34,0,Travel_Frequently,653,Research & Development,10,4,Technical Degree,4,Male,92,2,2,Healthcare Representative,3,Married,5063,15332,1,No,14,3,2,1,8,3,2,8,2,7,7,0.8749998906250137,0.24999996875000394,0.3749999531250059,0.8749998906250137,0.24999996875000394,562.5555555555555,0.23529411072664383,0,3,Low
40,0,Travel_Rarely,118,Sales,14,2,Life Sciences,4,Female,84,3,2,Sales Executive,1,Married,4639,11262,1,No,15,3,3,1,5,2,3,5,4,1,2,0.199999960000008,0.799999840000032,0.399999920000016,0.399999920000016,0.399999920000016,773.1666666666666,0.12499999687500009,0,3,Low
43,0,Travel_Rarely,990,Research & Development,27,3,Technical Degree,4,Male,87,4,1,Laboratory Technician,2,Divorced,4876,5855,5,No,12,3,3,1,8,0,3,6,4,0,2,0.0,0.6666665555555741,0.0,0.33333327777778704,0.16666663888889352,696.5714285714286,0.18604650730124403,0,5,Medium
35,0,Travel_Rarely,1349,Research & Development,7,2,Life Sciences,3,Male,63,2,1,Laboratory Technician,4,Married,2690,7713,1,No,18,3,4,1,1,5,2,1,0,0,1,0.0,0.0,4.999995000005001,0.9999990000010001,0.9999990000010001,1345.0,0.028571427755102068,0,0,Low
46,0,Travel_Rarely,563,Sales,1,4,Life Sciences,4,Male,56,4,4,Manager,1,Single,17567,3156,1,No,15,3,2,0,27,5,1,26,0,0,12,0.0,0.0,0.1923076849112429,0.4615384437869829,0.15384614792899431,650.6296296296297,0.5869565089792064,1,2,Low
28,1,Travel_Rarely,329,Research & Development,24,3,Medical,3,Male,51,3,1,Laboratory Technician,2,Married,2408,7324,1,Yes,17,3,3,3,1,3,3,1,1,0,0,0.0,0.9999990000010001,2.9999970000030003,0.0,0.9999990000010001,1204.0,0.035714284438775556,0,4,Medium
22,0,Non-Travel,457,Research & Development,26,2,Other,2,Female,85,2,1,Research Scientist,3,Married,2814,10293,1,Yes,14,3,2,0,4,2,2,4,2,1,3,0.24999993750001562,0.49999987500003124,0.49999987500003124,0.7499998125000469,0.24999993750001562,562.8,0.18181817355371938,0,2,Low
50,0,Travel_Frequently,1234,Research & Development,20,5,Medical,2,Male,41,3,4,Healthcare Representative,3,Married,11245,20689,2,Yes,15,3,3,1,32,3,3,30,8,12,13,0.3999999866666671,0.26666665777777804,0.09999999666666677,0.4333333188888894,0.13333332888888902,362.741935483871,0.6399999872000003,1,4,Medium
32,0,Travel_Rarely,634,Research & Development,5,4,Other,2,Female,35,4,1,Research Scientist,4,Married,3312,18783,3,No,17,3,4,2,6,3,3,3,2,0,2,0.0,0.6666664444445185,0.9999996666667778,0.6666664444445185,0.33333322222225925,828.0,0.1874999941406252,0,2,Low
44,0,Travel_Rarely,1313,Research & Development,7,3,Medical,2,Female,31,3,5,Research Director,4,Divorced,19049,3549,0,Yes,14,3,4,1,23,4,2,22,7,1,10,0.045454543388429844,0.3181818037190089,0.18181817355371938,0.4545454338842984,0.2272727169421492,828.2173913043479,0.5227272608471077,1,2,Low
30,0,Travel_Rarely,241,Research & Development,7,3,Medical,2,Male,48,2,1,Research Scientist,2,Married,2141,5348,1,No,12,3,2,1,6,3,2,6,4,1,1,0.16666663888889352,0.6666665555555741,0.49999991666668053,0.16666663888889352,0.16666663888889352,305.85714285714283,0.19999999333333354,0,4,Medium
45,0,Travel_Rarely,1015,Research & Development,5,5,Medical,3,Female,50,1,2,Laboratory Technician,1,Single,5769,23447,1,Yes,14,3,1,0,10,3,3,10,7,1,4,0.09999999000000101,0.699999930000007,0.299999970000003,0.39999996000000404,0.19999998000000202,524.4545454545455,0.22222221728395075,0,3,Low
45,0,Non-Travel,336,Sales,26,3,Marketing,1,Male,52,2,2,Sales Executive,1,Married,4385,24162,1,No,15,3,1,1,10,2,3,10,7,4,5,0.39999996000000404,0.699999930000007,0.19999998000000202,0.499999950000005,0.19999998000000202,398.6363636363636,0.22222221728395075,1,5,Medium
31,0,Travel_Frequently,715,Sales,2,4,Other,4,Male,54,3,2,Sales Executive,1,Single,5332,21602,7,No,13,3,4,0,10,3,3,5,2,0,3,0.0,0.399999920000016,0.599999880000024,0.599999880000024,0.399999920000016,888.6666666666666,0.3225806347554634,0,1,Low
36,0,Travel_Rarely,559,Research & Development,12,4,Life Sciences,3,Female,76,3,2,Manufacturing Director,3,Married,4663,12421,9,Yes,12,3,2,2,7,2,3,3,2,1,1,0.33333322222225925,0.6666664444445185,0.6666664444445185,0.33333322222225925,0.6666664444445185,1165.75,0.19444443904321004,0,3,Low
34,0,Travel_Frequently,426,Research & Development,10,4,Life Sciences,3,Male,42,4,2,Manufacturing Director,4,Divorced,4724,17000,1,No,13,3,1,1,9,3,3,9,7,7,2,0.7777776913580343,0.7777776913580343,0.33333329629630043,0.22222219753086697,0.22222219753086697,472.4,0.2647058745674743,1,7,High
49,0,Travel_Rarely,722,Research & Development,25,4,Life Sciences,3,Female,84,3,1,Laboratory Technician,1,Married,3211,22102,1,No,14,3,4,1,10,3,2,9,6,1,4,0.11111109876543349,0.6666665925926009,0.33333329629630043,0.44444439506173394,0.11111109876543349,321.1,0.20408162848813005,0,3,Low
39,0,Travel_Rarely,1387,Research & Development,10,5,Medical,2,Male,76,3,2,Manufacturing Director,1,Married,5377,3835,2,No,13,3,4,3,10,3,3,7,7,7,7,0.9999998571428775,0.9999998571428775,0.4285713673469475,0.9999998571428775,0.285714244897965,672.125,0.25641024983563465,1,6,Medium
27,0,Travel_Rarely,1302,Research & Development,19,3,Other,4,Male,67,2,1,Laboratory Technician,1,Divorced,4066,16290,1,No,11,3,1,2,7,3,3,7,7,0,7,0.0,0.9999998571428775,0.4285713673469475,0.9999998571428775,0.1428571224489825,508.25,0.2592592496570648,0,4,Medium
35,0,Travel_Rarely,819,Research & Development,18,5,Life Sciences,2,Male,48,4,2,Research Scientist,1,Married,5208,26312,1,No,11,3,4,0,16,2,3,16,15,1,10,0.06249999609375024,0.9374999414062536,0.12499999218750048,0.6249999609375024,0.12499999218750048,306.3529411764706,0.4571428440816331,1,5,Medium
28,0,Travel_Rarely,580,Research & Development,27,3,Medical,2,Female,39,1,2,Manufacturing Director,1,Divorced,4877,20460,0,No,21,4,2,1,6,5,2,5,3,0,0,0.0,0.599999880000024,0.99999980000004,0.0,0.399999920000016,812.8333333333334,0.21428570663265334,0,3,Low
21,0,Travel_Rarely,546,Research & Development,5,1,Medical,3,Male,97,3,1,Research Scientist,4,Single,3117,26009,1,No,18,3,3,0,3,2,3,2,2,2,2,0.99999950000025,0.99999950000025,0.99999950000025,0.99999950000025,0.499999750000125,1039.0,0.14285713605442207,0,6,Medium
18,1,Travel_Frequently,544,Sales,3,2,Medical,2,Female,70,3,1,Sales Representative,4,Single,1569,18420,1,Yes,12,3,3,0,0,2,4,0,0,0,0,0.0,0.0,2000000.0,0.0,1000000.0,1569.0,0.0,2,1,Low
47,0,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,4,Female,98,3,5,Manager,3,Married,19658,5220,3,No,11,3,3,1,27,2,3,5,2,1,0,0.199999960000008,0.399999920000016,0.399999920000016,0.0,0.99999980000004,3276.3333333333335,0.5744680728836581,1,2,Low
39,0,Travel_Rarely,170,Research & Development,3,2,Medical,3,Male,76,2,2,Laboratory Technician,3,Divorced,3069,10302,0,No,15,3,4,1,11,3,3,10,8,0,7,0.0,0.7999999200000081,0.299999970000003,0.699999930000007,0.19999998000000202,279.0,0.2820512748191981,1,4,Medium
40,0,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1,Female,80,2,3,Manufacturing Director,3,Married,10435,25800,1,No,13,3,4,2,18,2,3,18,15,14,12,0.7777777345679036,0.8333332870370396,0.11111110493827195,0.6666666296296316,0.1666666574074079,549.2105263157895,0.4499999887500003,1,8,High
35,0,Non-Travel,208,Research & Development,8,4,Life Sciences,3,Female,52,3,2,Healthcare Representative,3,Married,4148,12250,1,No,12,3,4,1,15,5,3,14,11,2,9,0.14285713265306196,0.7857142295918408,0.3571428316326549,0.6428570969387788,0.14285713265306196,276.53333333333336,0.428571416326531,1,4,Medium
37,0,Travel_Rarely,671,Research & Development,19,3,Life Sciences,3,Male,85,3,2,Manufacturing Director,3,Married,5768,26493,3,No,17,3,1,3,9,2,2,4,3,0,2,0.0,0.7499998125000469,0.49999987500003124,0.49999987500003124,0.49999987500003124,1153.6,0.24324323666910172,0,3,Low
39,0,Travel_Frequently,711,Research & Development,4,3,Medical,1,Female,81,3,2,Manufacturing Director,3,Single,5042,3140,0,No,13,3,4,0,10,2,1,9,2,3,8,0.33333329629630043,0.22222219753086697,0.22222219753086697,0.8888887901234679,0.22222219753086697,504.2,0.25641024983563465,0,1,Low
